PERID,GENDER,COUNTRY_OF_BIRTH,NATIONALITY,AGE,AGE_GROUPING,MARITAL_STATUS,RANK_GRADE,RANK_GROUPING,YEARS_IN_GRADE,EMPLOYEE_GROUP,PARENT_SERVICE,SERVICE_SUB_AREA,SERVICE_TYPE,YEARS_OF_SERVICE,VOC,UNIT,NO_OF_KIDS,MIN_CHILD_AGE,AVE_CHILD_AGE,HSP_ESTABLISHMENT,HSP_CERTIFICATE,HSP_CERT_RANK,HSP_CERT_DESC,UPGRADED_LAST_3_YRS,UPGRADED_CERT_3_YRS,UPGRADED_CERT_DESC_3_YRS,MARRIED_WITHIN_2_YEARS,DIVORCE_WITHIN_2_YEARS,DIVORCE_REMARRIED_WITHIN_2_YEARS,PROMO_LAST_5_YRS,PROMO_LAST_4_YRS,PROMO_LAST_3_YRS,PROMO_LAST_2_YRS,PROMO_LAST_1_YR,UNIT_CHG_LAST_3_YRS,UNIT_CHG_LAST_2_YRS,UNIT_CHG_LAST_1_YR,AWARDS_RECEIVED,HOUSING_TYPE,HOUSING_GROUP,HOUSING_RANK,PREV_HOUSING_TYPE,MOVE_HOUSE_T_2,HOUSE_UPG_DGRD,IPPT_SCORE,PES_SCORE,HOMETOWORKDIST,SVC_INJURY_TYPE,TOT_PERC_INC_LAST_1_YR,BAS_PERC_INC_LAST_1_YR
10000821,Male,Singapore,Singaporean,52,40 and Above,Marr.,RANK 2,MIDDLE WOSE,7,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,28.83333333,VOCATION 275,UNIT 241,1,8,8,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,0,3,0,0,-28.24280292,-21.22324426
10000822,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 2,MIDDLE WOSE,9,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,32.83333333,VOCATION 94,UNIT 402,1,24,24,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,6,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,1,5,20.19,1,-26.53100604,-25.04310947
10000826,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,14.66666667,VOCATION 154,UNIT 293,2,16,17.5,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,0,0,3.651393899,7.297086814
10000827,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 5,MIDDLE WOSE,15,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,32.83333333,VOCATION 125,UNIT 315,2,16,18,Secondary,GCE 'O' Level,4,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,2,3-ROOM,PUBLIC,3,5-ROOM,YES,-2,3,1,17.23960153,0,-28.62917097,-24.48286225
10000829,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,12,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),24.41666667,VOCATION 127,UNIT 135,3,10,14.33333333,University,Pass Degree,8,BACHELOR OF BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,3,5.55,0,-17.29252961,5.000977845
10000831,Male,Singapore,Singaporean,47,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE C,MDES,27.91666667,VOCATION 154,UNIT 293,3,17,20,Diploma,Diploma,6,DIPLOMA IN SUPERVISORY MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,4,4.46,0,-21.11030002,6.817384573
10000832,Male,Singapore,Singaporean,46,40 and Above,Single,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,29.41666667,VOCATION 12,UNIT 124,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,4,3-ROOM,PUBLIC,3,NONE,NO,0,2,5,15.54,0,-15.42331997,6.303809976
10000836,Male,Malaysia,Singaporean,55,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,30.83333333,VOCATION 59,UNIT 63,1,17,17,Primary,PSLE/PSPE,2,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,1,1,17.23960153,0,-11.03747643,6.949196422
10000838,Male,Singapore,Singaporean,55,40 and Above,Marr.,RANK 26,SENIOR ME,1,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,35.33333333,VOCATION 12,UNIT 273,2,13,15,University,Honours Degree,9,BACHELOR OF SCIENCE (SECOND CLASS HONOURS (LOWER)),NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,YES,YES,NO,4,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,0,3,3.24,0,-14.81157971,15.53163793
10000841,Male,Singapore,Singaporean,54,40 and Above,Marr.,RANK 23,MIDDLE ME,2,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,36.83333333,VOCATION 236,UNIT 274,2,26,27.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,0,3,19.65,0,-22.04391981,5.552714889
10000849,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 2,MIDDLE WOSE,3,MILITARY REGULARS,SERVICE A,SERVICE A,PP-EWOS,24.16666667,VOCATION 196,UNIT 409,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,6,4-ROOM,PUBLIC,4,NONE,NO,0,3,5,15.37,0,-27.86315895,-23.2658326
10000850,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 18,MIDDLE OFFICER,7,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,19.66666667,VOCATION 127,UNIT 215,1,14,14,University,Pass Degree,8,BACHELOR OF SCIENCE (MERIT),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,3,5.73,0,-12.93035137,9.252456756
10000851,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 31,SENIOR WOSE,2,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,22.83333333,VOCATION 4,UNIT 235,1,13,13,Pre University,GCE 'A' Level,6,GCE 'A' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,3,5,1.82,0,-30.75475775,-21.24136458
10000855,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,7,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,25.58333333,VOCATION 44,UNIT 156,2,10,11,University,Master,10,MASTEROF SCIENCE (INFORMATION STUDIES),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,5,17.23960153,0,-13.6391339,8.0041269
10000858,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 22,MIDDLE ME,0,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,30,VOCATION 236,UNIT 274,2,21,22.5,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,NO,NO,5,5-ROOM,PUBLIC,5,NONE,NO,0,1,1,0,0,0,0
10000859,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 2,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE G,SERVICE C,PP-EWOS,34.83333333,VOCATION 275,UNIT 378,2,22,23.5,Primary,PSLE/PSPE,2,NOT AVAILABLE,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,YES,2,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,3,22.87,0,-32.02121108,-21.60075682
10000863,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE G,SERVICE C,MDES,32.83333333,VOCATION 59,UNIT 385,2,22,22.5,Technical Education,ITE/Poly Certificate,5,VEHICLE MECHANICS,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,17.23960153,0,1.363755702,7.148249244
10000867,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 38,SENIOR OFFICER,2,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,17.41666667,VOCATION 278,UNIT 310,3,6,9.666666667,University,Master,10,MASTER OF MEDICINE,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,6,LANDED,PRIVATE,8,NONE,NO,0,2,3,15.12,0,-13.67292303,5.369001139
10000868,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,3,NATIONAL SERVICEMEN,SERVICE A,SERVICE A,Full CPF (SAVER-EOS),23.66666667,VOCATION 203,UNIT 258,2,12,13.5,University,Master,10,MASTER OF SOCIAL SCIENCE (COUNSELLING),NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,NO,NO,NO,4,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,27.08,0,6.910532374,9.466981751
10000869,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 5,MIDDLE WOSE,6,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,27.41666667,VOCATION 275,UNIT 241,1,1,1,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,0,1,-28.51337864,-23.22061311
10000876,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,28.66666667,VOCATION 237,UNIT 393,2,11,14,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,NO,NO,2,4-ROOM,PUBLIC,4,NONE,NO,0,1,3,17.23960153,0,-14.99721627,10.63515652
10000881,Male,Singapore,Singaporean,53,40 and Above,Marr.,RANK 23,MIDDLE ME,1,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,34.33333333,VOCATION 236,UNIT 180,1,31,31,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,1,4,17.23960153,0,0,0
10000884,Male,Singapore,Singaporean,42,40 and Above,Single,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,22.08333333,VOCATION 12,UNIT 112,0,0,0,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,39.79,0,-8.069302169,7.521326066
10000885,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 5,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE B,SERVICE B,PP-EWOS,21.41666667,VOCATION 6,UNIT 95,2,1,7.5,Technical Education,ITC/Higher NITEC,5,HIGHER NATIONAL ITE CERTIFICATE IN ELECTRONICS ENGINEERING (CERTIFICATE OF MERIT),NO,NONE,NONE,NO,NO,NO,2,2,1,0,0,NO,NO,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,1,1,4.14,0,-25.57640823,-20.94628973
10000887,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,23.16666667,VOCATION 12,UNIT 109,2,6,8,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,3,5-ROOM,PUBLIC,5,NONE,NO,0,0,1,17.23960153,0,-17.99672707,4.895191858
10000889,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 7,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,23.91666667,VOCATION 70,UNIT 290,4,13,18,Diploma,Diploma,6,DIPLOMA IN BANKING AND FINANCIAL SERVICES,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,4,26.61,0,-27.92551843,-22.26147863
10000890,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 5,MIDDLE WOSE,6,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,22.66666667,VOCATION 114,UNIT 126,2,11,12,Diploma,Diploma,6,DIPLOMA IN SPORT AND WELLNESS MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,6,EXECUTIVE,PUBLIC,6,NONE,NO,0,3,5,12.1,0,-30.41532821,-22.13336125
10000891,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,20.5,VOCATION 236,UNIT 335,2,11,12.5,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,22.75,0,-19.74497658,7.074610986
10000895,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,20,VOCATION 236,UNIT 196,2,6,7.5,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000897,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 17,MIDDLE OFFICER,4,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,20.66666667,VOCATION 127,UNIT 209,4,0,5.75,University,Honours Degree,9,BACHELOR OF BUSINESS (HONOURS),NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,YES,8,LANDED,PRIVATE,8,NONE,NO,0,2,5,4.38,1,-20.33961159,8.374494795
10000902,Male,Singapore,Singaporean,51,40 and Above,Marr.,RANK 26,SENIOR ME,1,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,31.83333333,VOCATION 168,UNIT 263,4,6,13.25,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,1,0,NO,NO,NO,7,5-ROOM,PUBLIC,5,NONE,NO,0,2,3,8.58,1,-10.42578333,10.0305379
10000909,Male,Singapore,Singaporean,45,40 and Above,Divorc,RANK 17,MIDDLE OFFICER,7,MILITARY REGULARS,SERVICE A,SERVICE A,Full CPF (SAVER-EOS),26.16666667,VOCATION 203,UNIT 274,2,8,10,University,Master,10,MASTER OF SCIENCE (DISTINCTION),NO,NONE,NONE,NO,YES,NO,0,0,0,0,0,NO,NO,NO,3,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,9.51,0,-15.1708123,7.973106522
10000913,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 5,MIDDLE WOSE,10,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,28.58333333,VOCATION 94,UNIT 402,1,6,6,Diploma,Advanced Diploma,7,ADVANCED DIPLOMA IN HUMAN RESOURCE MANAGEMENT,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,3,EXECUTIVE,PUBLIC,6,NONE,NO,0,3,4,16.42,1,-23.14167175,-24.48286225
10000914,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,30.41666667,VOCATION 12,UNIT 110,2,2,7,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,1,19.61,0,-11.4136284,7.025599617
10000916,Male,Singapore,Singaporean,48,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,27.16666667,VOCATION 19,UNIT 246,2,15,17,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,5,4-ROOM,PUBLIC,4,NONE,NO,0,3,4,0,0,3.067654703,7.932676968
10000921,Male,Singapore,Singaporean,55,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,39.25,VOCATION 12,UNIT 113,3,16,17.33333333,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,YES,2,LANDED,PRIVATE,8,NONE,NO,0,2,3,17.23960153,0,-9.515802712,6.295904376
10000924,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 5,MIDDLE WOSE,4,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,15.75,VOCATION 125,UNIT 148,1,3,3,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,3,22.77,1,-9.656462132,-20.11464193
10000925,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,6,MILITARY REGULARS,SERVICE C,SERVICE B,SAVER-EOS,24,VOCATION 251,UNIT 291,2,11,11.5,University,Honours Degree,9,BACHELOR OF COMMERCE (FIRST CLASS HONOURS),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,LANDED,PRIVATE,8,NONE,NO,0,2,5,21.24,0,-7.704674282,5.759217063
10000935,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 26,SENIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,16.41666667,VOCATION 234,UNIT 413,1,7,7,University,Master,10,MASTER OF SCIENCE,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,1,PRIVATE NON-LANDED,PRIVATE,7,5-ROOM,YES,2,1,4,36.1,0,-6.832634576,2.455201338
10000936,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 26,SENIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,22.16666667,VOCATION 11,UNIT 273,1,13,13,University,Pass Degree,8,BACHELOR OF SCIENCE IN BUSINESS,NO,NONE,NONE,NO,NO,NO,1,0,0,0,0,YES,YES,NO,2,PRIVATE NON-LANDED,PRIVATE,7,NONE,NO,0,2,5,10.77,0,-16.06292058,8.098112768
10000937,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 5,MIDDLE WOSE,7,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,23.5,VOCATION 94,UNIT 401,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,4,3-ROOM,PUBLIC,3,EXECUTIVE,YES,-3,1,3,0,1,-32.95416291,-23.45142016
10000942,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,0,MILITARY REGULARS,SERVICE D,SERVICE C,SAVER-EOS,19.08333333,VOCATION 262,UNIT 279,3,12,13.66666667,Diploma,Diploma,6,DIPLOMA IN BUSINESS ADMINISTRATION,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,1,EXECUTIVE,PUBLIC,6,PRIVATE NON-LANDED,YES,-1,2,3,10.1,1,-8.162060793,9.997869899
10000943,Male,Singapore,Singaporean,41,40 and Above,Single,RANK 2,MIDDLE WOSE,2,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,23.83333333,VOCATION 86,UNIT 278,0,0,0,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,1,1,1,0,0,YES,YES,NO,2,3-ROOM,PUBLIC,3,5-ROOM,YES,-2,2,1,12.08,0,-33.57029641,-21.68980535
10000948,Male,Singapore,Singaporean,49,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,31.41666667,VOCATION 18,UNIT 140,3,10,17,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,2,1,27.12,0,-9.63256492,4.895191858
10000955,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,3,MILITARY REGULARS,SERVICE D,SERVICE C,Full CPF (SAVER-EOS),23.91666667,VOCATION 127,UNIT 250,3,10,14.33333333,Diploma,Diploma,6,DIPLOMA IN CHEMICAL PROCESS TECHNOLOGY,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,YES,1,PRIVATE NON-LANDED,PRIVATE,7,3-ROOM,YES,4,2,3,17.23960153,0,-10.75122714,10.97139339
10000957,Male,Singapore,Singaporean,47,40 and Above,Marr.,RANK 40,SENIOR WOSE,0,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,28.25,VOCATION 112,UNIT 278,2,11,12.5,Technical Education,ITC/Higher NITEC,5,MECHANICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,1,1,1,YES,YES,YES,5,5-ROOM,PUBLIC,5,NONE,NO,0,2,4,18.85,0,-34.05358738,-24.07580552
10000959,Male,Singapore,Singaporean,46,40 and Above,Marr.,RANK 27,SENIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,22.16666667,VOCATION 15,UNIT 270,1,13,13,University,Pass Degree,8,BACHELOR OF ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,4,PRIVATE NON-LANDED,PRIVATE,7,PRIVATE NON-LANDED,YES,0,1,4,15.04,1,-15.68015975,5.545962286
10000960,Male,Singapore,Singaporean,47,40 and Above,Marr.,RANK 2,MIDDLE WOSE,8,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,30.83333333,VOCATION 125,UNIT 410,1,16,16,Secondary,GCE 'O' Level,4,NOT AVAILABLE,YES,Qualification From Professional Bodies,SPECIALIST CERTIFICATE IN LEARNING AND INSTRUCTION,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,5-ROOM,PUBLIC,5,NONE,NO,0,1,1,17.23960153,0,-29.12714193,-23.99811658
10000965,Male,Singapore,Singaporean,45,40 and Above,Marr.,RANK 30,MIDDLE WOSE,7,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,24.16666667,VOCATION 275,UNIT 407,3,6,9.333333333,Secondary,GCE 'N' Level,3,GCE 'N' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,0,3,17.23960153,0,-28.83900186,-23.41965684
10000967,Male,Singapore,Singaporean,54,40 and Above,Divorc,RANK 5,MIDDLE WOSE,14,MILITARY REGULARS,SERVICE D,SERVICE C,PP-EWOS,34.83333333,VOCATION 4,UNIT 156,2,22,24,Secondary,GCE 'O' Level,4,GCE 'O' LEVEL,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,NO,NO,NO,2,5-ROOM,PUBLIC,5,NONE,NO,0,1,3,0,0,-28.26756805,-24.48286225
10000977,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE C,SERVICE B,MDES,22.16666667,VOCATION 18,UNIT 291,2,12,13.5,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,NO,NO,NO,1,3-ROOM,PUBLIC,3,NONE,NO,0,1,4,12.98,0,-9.218050611,9.462696459
10000979,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 26,SENIOR ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,19.08333333,VOCATION 234,UNIT 301,3,6,9,Diploma,Diploma,6,DIPLOMA IN ELECTRONIC,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000980,Male,Singapore,Singaporean,41,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE A,SERVICE A,MDES,20,VOCATION 236,UNIT 411,1,12,12,Diploma,Diploma,6,DIPLOMA IN ELECTRONICS AND COMMUNICATION ENGINEERING,NO,NONE,NONE,NO,NO,NO,1,1,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,2,5,29.02,0,5.168719181,7.813373236
10000981,Male,Singapore,Singaporean,40,36 to 40,Marr.,RANK 17,MIDDLE OFFICER,6,NATIONAL SERVICEMEN,SERVICE B,SERVICE B,SAVER-EOS,20.25,VOCATION 252,UNIT 273,2,11,12,University,Honours Degree,9,BACHELOR OF ENGINEERING (FIRST CLASS HONOURS),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,NO,NO,3,PRIVATE NON-LANDED,PRIVATE,7,EXECUTIVE,YES,1,2,1,19.27,0,30.25341735,4.738809588
10000985,Male,Singapore,Singaporean,43,40 and Above,Marr.,RANK 22,MIDDLE ME,3,MILITARY REGULARS,SERVICE D,SERVICE C,MDES,25.58333333,VOCATION 59,UNIT 136,2,11,11.5,Diploma,Advanced Diploma,7,ADVANCED DIPLOMA IN ELECTRONICS & TELECOMMUNICATION ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,4,5-ROOM,PUBLIC,5,NONE,NO,0,3,3,23.27,0,-11.93880642,8.828124674
10000987,Male,Singapore,Singaporean,42,40 and Above,Marr.,RANK 21,JUNIOR ME,3,MILITARY REGULARS,SERVICE B,SERVICE B,MDES,21.16666667,VOCATION 12,UNIT 87,3,1,8,Diploma,Diploma,6,DIPLOMA IN ELECTRICAL ENGINEERING,NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,1,4-ROOM,PUBLIC,4,NONE,NO,0,0,3,20.85,0,-15.37921432,4.895191858
10000989,Male,Singapore,Singaporean,44,40 and Above,Marr.,RANK 17,MIDDLE OFFICER,9,NATIONAL SERVICEMEN,SERVICE D,SERVICE C,SAVER-EOS,25.91666667,VOCATION 44,UNIT 422,2,7,8,University,Master,10,MASTER OF SCIENCE (DEFENCE TECHNOLOGY AND SYSTEMS),NO,NONE,NONE,NO,NO,NO,0,0,0,0,0,YES,YES,NO,3,PRIVATE NON-LANDED,PRIVATE,7,PRIVATE NON-LANDED,YES,0,1,3,31.76,0,5.733971387,2.134258594
